Witos³awa;Sklepik
Milena;Fajkir
Dajana;Malowaniec
Ilona;Zdzinek
Mironiega;Kareinen
Ganda;Matrenka
Emanuela;Wid³aœ
Aurelia;Glueklich
Lechos³awa;Bejga
Alberta;Gembis
Sewera;Rathnaw
Klaudia;Kreser
Honorata;Jêdroœka
Marta;Ostoja-Bêbnowska
Stanis³awa;Skibrowski
Boguchwa³a;Girs
Aurora;Wilesow
Beatrycze;Malewicz-Malijewska
Ignacja;PrzewoŸnicka
Gra¿yna;Gacmêga
Tolis³awa;Bêtko
Rufina;Dyjament
Idalia;Zusiewicz
Adelina;Fig
Oswalda;Miloœ
Szczêsna;Schrejter
Marzena;Kanieniecki
Melania;£ukamienko
Sandra;Sêdor
Margareta;Dziaba
Tomis³awa;Gmytrasiewicz
Anastazja;Szadilów
Lechos³awa;Stra¿yc-Krzywda
Selma;Regaœ
Przybys³awa;Ciuplok
Grzymis³awa;Lêdzioch
Emiliana;Szumy³o
Romualda;Kuchenna
Tamara;Motzkuhn
Marcela;Jasnus
Toska;Mauszewska
Zenona;Dandasowa
Otylia;Majstrzyk
Alina;Talentowski
Leopoldyna;Benœ
Borzys³awa;Suciñski
Berenika;Panoczek
Adriana;Radoszkiewicz
Olimpia;Tresp
Lubosza;Lolli
Leopolda;Szagielewicz
Taida;Nogañski
Edwarda;Herra
Daria;Patryczy
Dobies³awa;Szado³
Dawida;Chungier
Eulalia;Hau³pt
Demetria;Pomozow
Inez;Œluzalek
¯egota;Kotleszka
Kwiryna;Krakowiecki
Rados³awa;Dizendorf
Czes³awa;Dehring
Luiza;Kostanecki
Donata;Ruratowski
Lora;Wieczykowska
Herminia;Papoñ
Larysa;Misier
Bogna;Neringowska
Œwiêtochna;Gutweter
Laza;Alba
Beatrycze;Gaga³uszko
Pamela;Fara
Elwira;Zinda
Maryla;Karc
Bo¿eciecha;G³adziszewski
Salomea;Fedders
Isaura;Kaklicka
Domicela;Toniaszewicz
Aida;Jarpu³kiewicz
Jakobina;Fajêcki
Eligia;Dzier¿y³o
Diomeda;Muzyczna
Kolombina;G³uchowcew
Sylwana;Saupe
Tekla;Siupka-Mróz
Ofelia;Mykciñski
Marlena;Baille
Ewdokia;Ciechura
Kleopatra;Swierzyna
Romana;Czekowski
Albina;Altwasser
Hermina;Pappe
Sewera;Kucyrka
Mindora;Hinoman
Eulalia;Fleischhacker
Nina;Siniczyn
Radomi³a;Koratkiewicz
Ludomira;Bielgat
Liliana;Hilnarowicz
Joanna;Laczna
Jagoda;Tatyrata
Flora;Klitczak
Lora;Arim
Metoda;Szymanik
Witos³awa;Wincia³owicz
Drogos³awa;Gu³acka
Oktawia;Czerwonowski
Swiet³ana;Aleksandrowicz
Flawia;Bogdaniecka
Aspazja;Giewoñczyk
Agata;Kaza³
Benedykta;Knypek
Wera;Szali³ów
Bogumi³a;Isalski
Heloiza;Bielinia
Alojza;Telemczuk
Dalia;Tajfrowska
Blandyna;Polituszczy
Les³awa;Sieik
Joanna;Folkierski
Emanuela;R¹czyn
Andromeda;Penew
Beatrice;Wongrodzka
Luiza;£usiarczyk
Atanazja;Kutek
Inez;Dziadel
Kesja;Bastian-Brzeziñski
Juda;Patulski
Jarema;Pilsc
Glikeria;Filinik
Ilona;Luszczkiewicz
Fryderyka;Degenhart
Karena;Schreier
Waleria;Gadamowicz
Natalia;Palibida
Feliksa;Nowopolski
Karina;Ludjan
Kosma;Kacza³kowska
Sydonia;Sinko
Salome;Beha³a
Stronis³awa;Halesa
Hiacynta;Bystoñski
Julietta;Tymczenko
Jurata;Zakrzewicki
Demetria;Koziczyñski
Sylwana;Kizwalter
Margareta;Kalaruch
Begina;Sahajdaczka
D¹brówka;Panichtera
Nadzieja;D¿umla
Seweryna;Chrzescijan
Trzebis³awa;Perdyjon
Epifania;Chr³ampowicz
Konstancja;Chryszczenia
Dalila;Fur³ak
Imis³awa;Otffinowski
Fryderyka;Stawrowski
Kwiryna;Morzoch
W³oœcis³awa;Dahlig
Renata;Pakszysz
Iwetta;Bochorek
Wanda;Pierach
D¹brówka;Pospo³a
Idalia;Butakow
Melania;Baciu
Izabella;Œwêda
Dobroniega;Czyjek
Tekla;Krêñski
Lucja;Korszenko
Faustyna;Kacprowski
Jagoda;Kodzanowska
Felicjana;Próchyñski
Kazimiera;Szkutni
Sabina;Tomkielski
Albina;Leszcyñski
Fortunata;Sadu³a
Mariola;Kapsza
Les³awa;Hakenberg
Erazma;Pitruszewicz
Miranda;Pursa
Maryla;Brzyszczan
Bêdzis³awa;Simajtis
Agrypina;Rafalat
Klementyna;Krzy¿kiewicz
Bogdana;Dolecki
Roma;Waszelak
Augusta;Raziniak
Idalia;Cziczos
Wiktoria;Trojdos
Roma;Blachowin
Maryna;Najfeldt
Kamila;Fleszek
Natasza;Kwed³o
Emilia;Maciejkowski
Daniela;Harton
Amadea;Cierpieniak
Saba;Bekosiewicz
Gizela;Dretzler
Judyta;Matyanowski
Oktawia;Dziurkowski
¯aneta;Rajtakowski
Konstancja;Koprucki
Bronis³awa;D³omin
Gracjana;Domarzewski
Marlena;Szpirowski
Aleksandra;Kijos
Niemira;Idziczek
Bazylissa;Matoszko
Dobis³awa;Ma³akuc
Maja;Noffc
Greta;Lermer
Julietta;Ni¿walda
Pryscylla;Macio³owicz
Tekla;Stepun
Witolda;Kwestrowski
Adelina;£owkiet
Lidia;Olijarnik
Norma;Cmyliñski
Wirginia;Pajoñczek
Celina;Jajs
Symforiana;Jadwi¿ak
Adamina;Mendzik
Dobromira;Cionczyk
Oswalda;Szlachin
Wyszes³awa;Schanz
Lucja;Gorta
Alberta;Dypner
Wiwanna;Mrosla
Maura;Sekciñski
Ludgarda;Ociepiñski
Wielis³awa;Rauliwajtys
Dina;Wilma
Romana;Lisoski
Honorata;Przenus
Wojciecha;Zoruñ
Laurentyna;Karpuszak
Fryda;Kapuœmiak
Karina;Czakaj³o
£ucja;Aruszewicz
Nina;Kloncz
Ulryka;Wielgucki
Jarema;Ryda
Salome;Spilnik
Wojciecha;Reidel
Nadia;Ga³dan
Szczêsna;W¹wo¿ny
Rozalia;Antony
Wiktoria;Chabieda
Ada;Jab³czyñski
Saturnina;Mo³anda
Wac³awa;Ogora
Halka;Ukasik
Julita;Burmester
Asteria;Giere³³o
Judyta;Uberuk
Kryspina;Stopiczyñska
Monika;Machinowski
Bartolomea;Kondziuch
Liza;Kaczmanyk
Geraldyna;Lendes
Teresa;Wanias
Kalina;Chól
Oksana;Todur
Ditta;Hecel
Eudoksja;Pitwon
Jakobina;Przysie¿na
Klementyna;Tarczewski
Wojciecha;Pigó³a
Przemys³awa;Satkiewicz
Matylda;Biedaszkiewicz
Cieszys³awa;Boniatowski
Radomi³a;Stuniawska
Eufemia;Trofinow
Samuela;£amaszewski
Aurela;Bryndek
Eliga;Henis
S³awomira;Chabreszewski
Eleonora;Landkocz
Wera;Reszpan
Ilza;Parfienow
Perpetua;Kurdy³
Ofelia;Staninowska
Dianna;Farejowicz
Kamilla;Komolow
Geraldyna;Jaje
Zuzanna;Swobut
Benita;Ejsmontowicz
Fausta;Banszyc
Sawa;Gustavsen
Ernestyna;Res
Wac³awa;Nadhera
Szeliga;Dala
Bratumi³a;Obu¿yñska
Izyda;Kiljanowicz
Kwiryna;Szepetyñski
Ma³gorzata;Szczerbanowski
Greta;Wzorczykowski
Adria;Dzi¹¿ak
Jadwiga;Ku¿niecow
Metoda;Grobowski
Arletta;Donsze
Walentyna;Nardulli
Biruta;Futerfas
Narcyza;Rosenhall
Rozalia;Juryñski
Celina;Miedziszczyk
Eudoksja;Bacum
Malina;G³aczek
Boñcza;Zachrski
Pulcheria;Gachowiak
Les³awa;Pankewicz
Zbys³awa;Mœciarz
Edwarda;Paicher
¯alina;Jeliosz
Laurentyna;Skibieñski
Lilla;Nieradko
Kallina;Skoupa
Izyda;Suwarski
Malina;Trza³kowski
Boguta;Dziewit
Margot;Latorzek
Wis³awa;Gragowski
Justyna;Poszwald
Sylwana;Zimol¹g
Sebastiana;Honza
Toma;£oœka
Roma;Bergant
Stella;Meruszok
Wszebora;Syreczyñski
Inga;Mokszañski
Kamilla;Moniakowski
Ilia;Borczuch
Tadeusza;Mongulski
Julita;Tr¹czak
Lilla;Zarysiñska
Marzena;Dares
Talita;Hosejko
Wiêces³awa;Kohak
Lucjola;Paprocha
Drogos³awa;Bere¿ny
Kordelia;Gapczyñski
Tekla;Barbiernik
Sandra;Bumowska
Samanta;Berdysz
Gaudencja;S³owiej
Dziers³awa;Pozda
Asteria;Weissgärber
Sawa;B³awiczak
Gawry³a;Woclawski
Ewelina;Orbotnik
Bernadetta;Cimmerman
Erwina;Tytyn
Biruta;Kuliñczyk
Gracjana;Matylewski
Patrycja;Radzki
Sieros³awa;Latta
Roœcis³awa;Wadzewicz
Ganda;Maku³a
Cezaryna;Sieperek
Bogus³awa;Jag³o
Konrada;Gluch
Sawa;G³amowski
Waleriana;Stachmol
Wera;Koweñ
Aleksandra;Wa³dczak
Kaja;Do³êga-Kozierowski
Gertruda;Balbiech
Wenesa;Tolka
Budzis³awa;Wieczewska
Ganda;Dziobomska
Hermenegilda;Lokos
Lubomi³a;Ksiêzka
Minodora;Zarszyñski
Cecylia;Szuten
Leopoldyna;Kondritz
Mi³os³awa;Baik
Hermenia;Kubeszko
Zula;Cejnug
Stella;Kuœnio³ek
Konrada;Boduszewicz
Afrodyta;Borst
Cyriaka;Kuszniarska
Sara;Dolega³a
Dina;Uczko
Symforiana;Rozpoñczyk
Marta;Senienko
Imis³awa;Kosyka
Benigna;Chrapla
Przec³awa;Urydowicz
Teodozja;Kodzanowska
Marita;Kiettke
Prakseda;Ciembrowicz
D¹brówka;Sus³owicz
Paulina;Moderko
Stronis³awa;Graif
Danuta;Kudawski
Tacjanna;Delêgowski
Teodoryka;Badaszko
Modesta;Smaryga
Ma³gorzata;Dubinowicz
Fabia;Bieltsz
Diana;Gühne
Eliza;Mileszko
Beatrycze;Gojenska
Zuzanna;Bepirszcz
Agnieszka;Gadalêka
Gallina;Dozor
Jaœmina;£azerska
Samanta;Kazen
Amelia;Pudzin
Rafaela;Garœcia
Wyszes³awa;Hreczyñski
Drogos³awa;Predykajt
Augustyna;Urdanik
Ewdokia;Falat
Dobros³awa;Kitszel
Mina;Miœkiewicz
Aldona;Zobeniak
Eligia;Franerski
Emanuela;Hojniœ
Loda;Romik
Cieszys³awa;Mickiewicz vel Mickus
Eunika;Œwitul
Margot;Chroœciska
Lubosza;Matyszczyk
Wera;Machow
Amanda;Sternisko
Romana;Basionek
Lamberta;Fleszerowicz
Eliga;Jêdruszko
Kira;Sluzewicz
Pelagia;Bohdal
Salome;G¹buska
Dobrochna;Harnasiewicz
Sieros³awa;Pieczynia
Paloma;Niedejsza
Dezyderia;Sidlarczyk
Kaja;Kostrowiecki
Lena;Kozobucki
Dobroniega;Kaluczyk
Dalida;Kuczabiñski
Œwiêtochna;Powêzki
Rebeka;Ochaiñski
Galla;Smytry
Berenike;Kolebacz
Lucyna;Mastalarski
Zula;Ma³czeæ
Ksymena;Korniluk
Pulcheria;Wexey
Eulalia;¯yber
Greta;Waura
Salomea;Adamis
Tacjana;Do³onko
Felicja;Bar¹g
Kornelia;Kanigowski
Szeliga;Bolsinger
Placydia;Siebiak
Ganda;Pereniec
Domis³awa;Nowa³a
Romana;Oschenbrener
Ifigenia;Œredliñska
Trzebis³awa;Ci¹ciel
Lubomira;Dolejs
Dalila;Bajnar
Aida;Blinów
Ilia;Bontowska
Gustawa;Karpienia
Aisza;Mich³anowicz
Wojciecha;Bukietyñski
Sydonia;Chachliñski
Ludmi³a;Waradzyñski
Wiêcemi³a;Chromyszyn
Asteria;Hój
Marzena;£asiewicki
Dobrochna;Gorzny
Gryzelda;Ko³ybko
Alma;Desage
Placydia;Konsur
Kaja;Kowalikowski
Enema;Kacañska
Blandyna;Szediwa
Krzysztofa;Borosiñski
Mi³os³awa;Kasicz
Teodora;Herbus
Rena;Pawlikowski Bobrowski
Andromeda;Dreieicher
Teodoryka;Grynholc
Anna;Koze³ko
Swet³ana;Diczew
Roberta;£ê¿ny
Jarema;Passak
Manfreda;Wiall
Ditta;Kobienia
Lubomira;Konopada
D¹brówka;Jezulewicz
Loretta;Nasiatka
Malina;Dziczkaniec
Trzebis³awa;Kolaczek
Wszebora;Szlachtewicz
Beatrice;Bafas
S³awa;Korejko
Hilaria;Orzejowski
Bo¿ys³awa;M³ocak
Przec³awa;Lufik
Miros³awa;Palitowicz
Odila;Wojtkowicz
Ilona;Steszyñska
Talita;Bagajewicz
Boguwola;Prudawczuk
Taida;Karuzowicz
Euzebia;Netêcza
Kaliksta;Ma³ynczak
Dajana;Ciacko
Eliga;Kuniata
Kazimiera;Dator
Aisza;Cenian
Berenika;Kijanik
Metoda;Grzebilichowski
Erwina;Detkoœ
Otylia;Kulasa
Ciechos³awa;Fiodoroff
Wojciecha;Grapski
Ma³gorzata;Sercarz
Edyta;Stefnik
Samuela;Jatowszyc
Domas³awa;Siemierzys
Odila;Tareñski
Alma;Smo¿¹g
Sydonia;Goudzik
Wszebora;Olbryœ
Lukrecja;Bia³omyza
Saturnina;Dwarzañska
Sybilla;Dechtoñ
Idalia;Hungier
S³awa;Spreñgier
Ganda;Sztal
Angelina;Wiêœ
Kwiryna;Zdêbelak
Areta;Pizon
Ksymena;Witersztejn
Ariadna;Utke
Teodozja;Matulla
Renata;Szwelengreber
Zbigniewa;Dobrogniewa
Milenia;Krawu¿a
Gizela;Rodykow
Marzena;Turobos
Gracja;Fryœka
Alicja;Sompolski
Paula;Szpoczyñska
Berna;Strzêciwilk
Carmen;Bachorek
Wyszeniega;So³owicz
Dajana;Stachulak-Góra
Jaros³awa;Fladecki
Ruta;Karcmarz
Anita;Cylnik
Joanna;Tykierka
Angelina;Zisiadis
Tomis³awa;G³adisz
Pamela;Warszykowski
Bogna;Klêpiñski
Tadeusza;Dziewieñska
Bolis³awa;Chanusik
Eudokia;B³awicki
Beatrice;Drohorób
Mira;Krzestoñ
Enema;Srebista
Bartolomea;Gabryelski
Olimpia;Spasówka
Tatiana;Szy³a
Radomi³a;£ontka
Wincentyna;Grêbaczka
Weronika;Koszawy
Stella;Laktarska
Amalia;Kusperek
Nora;Pakuszkiewicz
Ludomira;Krzoszlak
Blanka;Czelaj
Afrodyta;Szczepuchowski
Selma;Dylañski
Klotylda;Ware¿ak
Jewdocha;Górna
Gardenia;Boncarzewska
Józefina;Forysiñski
Leokadia;Gortowski
Waldemara;Gorzandt
Telis³awa;Lipowczyk
Ruta;Blubla
Manuela;Darmaros
Faustyna;Frynkowska
Roberta;Donatowski
Maryla;Gintart
Edyta;Wazosek
Eudoksja;Strnadl
Alberta;Zaluñski
Iwona;Frohberg
Œwiêtochna;Dawejko
Seweryna;Klemmer
Adolfina;Gulbierz
Iga;Gerono³owicz
Józefina;K³obusz
Isaura;Ka³mykowicz
Maria Magdalena;Hawrych
Wrócis³awa;Worzyñski
Oliwia;Solmowski
Manfreda;Sznyrko
Aisza;Dyrbysch
Dianna;Pieru¿yñska
Ditta;Piskorz
Gawry³a;Kuronen
Norma;Bezdurowicz
Narcyza;SniedŸ
Andromeda;Rebidas
Klemencja;Zurek
W³odzis³awa;Duchacz
Alina;Wejcht
Pamela;Koroba
Ignacja;Kosoma
Michalina;Matutkiewicz
Gryzelda;Ceyer
Diomeda;Zintz
Hermenegilda;Norolewska
Wilhelmina;Har³acz
Wanda;Wyborski
Œwiêtomira;Kilimann
Halka;Mustchke
Januaria;Jandaczek
Irma;Przebieglec
Wiwanna;Winarowska
Krzesis³awa;Warszywko
Bogus³awa;Prêtnik
Teofila;Bonneberger
Cyriaka;Wojtuszkiewicz
Laurencja;Pidanty
Huberta;Cz¹pek
Wirginia;Segula
Brygida;Gierlicki
Czcibora;Deubler
Fryderyka;Ch³odowicz
Magdalena;Aspadarec
Mindora;Nieslañczyk
Tadeusza;Sejdler
Stella;Szurno
Alfonsyna;Kusajko
¯alina;Kujawka
Marzena;Marcian
Aldona;Fiertel
Magdalena;Bialczyk
Bibianna;Feliksy
Aneta;Kretów
Isaura;Wilak
Ganda;Iliuczek
Roksana;Czebiotenko
Dagna;Wilczura
Honoryna;Switaj³o
Eudokia;Gopszel
Georgia;Lubtak
Dobrawa;Wagasiewicz
Mechtylda;Heksel
Katarzyna;Dudziecka
Ozanna;Grenasiuk
Kamelia;Budzañski
Ingrid;Leguniñski
Georgia;Janel
Paulina;Maszlana
Witos³awa;Boynowska
Fabiola;Czonko
Boles³awa;Braiska
Miros³awa;Stanikiewicz
Adolfina;Donaczyñski
Judyta;Hussin
Wierzchos³awa;Sterczewski
Larysa;Prochiñski vel Próchnicki
Ernestyna;Arasimski
Bo¿ys³awa;Margielewicz
Bo¿ys³awa;Psiak
Ramona;Karsawin
Bernardyna;Jamroziewicz
Mi³a;Smertycka
Waleriana;Kieschniok
Malwina;Buczu³o
Julietta;Ranninger
Godzis³awa;Sromka
Franciszka;Ba³abin
Marcjanna;Kopistecki
Dezyderia;Drabio
Wanda;Kajecki
Anatolia;Wojteszek
Wirginia;Oschenbrener
Maja;Borociñska
Dorota;Jarzmiñski
Irina;Czyzewski
Salomea;Demny
Dobies³awa;Œwiecz
Dajana;Chedzelewski
Greta;Koliczkowski
Kolombina;Tropid³o
Berna;Olekszyk
Fryda;Manaches
Galla;Farnica
Wiêces³awa;S³anta
Mira;Dêbina
Afrodyta;Imianowski
Zefiryna;Kwiñciak
Bo¿ena;Gaberowicz
Sonia;Brosza
Asteria;Wapierska
Biruta;Kujaliñski
Pia;Baris
Œwiêtomira;Bartma
Jurata;Masiali
Emma;Pelatyñski
Daria;Kramplic
¯aneta;Carolak
El¿bieta;Dyki
Wojciecha;BŸdzikot
Irma;Deresiñski
Raissa;Wtulisik
Saturnina;Go³ga
Kordelia;Kryszoforski
Hermenegilda;Kottel
Edyta;Dudler
Maja;KiŸna
Domis³awa;Szczesnewicz
Ryszarda;Laine
Linda;Szteinbrecher
Manuela;Sidrak
Ganda;Skrobutun
Julita;Rabuszewska
Gloria;Obolik
Sara;£ukjanik
Augustyna;Watzlawek
Marcela;Czuchoñski
Boñcza;Aczyniec
Salome;Kokutko
Epifania;B³ant
Rudolfina;Jadura
Ernesta;Kopijko
Joanna;Nierzecki
Strze¿ys³awa;Mikanik
Paulina;Margisz
Boguwola;Zajma
Konradyna;Szozda vel SzoŸdziñska
Edmunda;Ko³openiak
Hipolita;Serbaluk
Kaja;Holi
Kosma;Brawarska
Zyta;Perlicjan
Amiceta;Hamejko
Ilona;Strzyœ
Klaudia;Leheñko
Marcelina;¯eliszek
Ksawera;Nizych
Sylwana;£oykuæ
Pelagia;Rotzal
Mira;Kartoñska
Domicela;Jonatowicz
Ditta;Brabczyk
Beda;Gronow
W³adys³awa;Gurkau
Feliksa;Czepa³a
Olimpia;Skrzybiec
Klaudyna;Prockowicz
Aniela;Jasse
Aleksandra;Jakowyszyn
Klementyna;Czekun
Ligia;Chroœliñska
Enema;Berenrejter
Areta;Monastryka
Wiwanna;Szarypo
Olimpia;Szpygiel
Zenobia;Kohót
Tacjanna;Messing
Berenike;Prokaziuk
Ariela;Hollerbaum
Iga;Franzioch
Teofila;Hajchert
Leonida;¯oryc
Ariadna;Szmegiel
Hipolita;Kubaszka
Honorata;Roos
Eufemia;Znaczyñska
Scholastyka;Taluk
Goœcis³awa;Gnisz
Kamila;Kazjan
Miranda;Schmidt-Sza³owski
Ramona;Pokczol
Wrócis³awa;Junkrowski
Paula;Bekalarek
Salome;Tumasz
Lidia;Szêlag
Fabiola;Kaprjan
Domos³awa;Szriber
Amiceta;Char¹zka
Aisza;G¹bczak
Margot;Gitlarski
Leonida;Szomko
Aurora;Lapiñski
Miros³awa;Chrz¹szczewski
Gardenia;Wizgird
Marita;Babórz
Eryka;Drumieñska
Dobros³awa;Trzciankowski
Edyta;Mendroñ
Boguchwa³a;¯miñski
Adolfa;Muszak
Julietta;Romanica
Amiceta;Chwodeczko
Waleriana;Gancaryk
Cecylia;Bruchal
Zefiryna;Rosielewski
Anita;Terbiler
Ludwina;Litfiñski
Malwina;Gobryœ
Pelagia;Badibanga
Witolda;Ku¿nicz
Kosma;Gomczyk
Alfonsyna;Lebieæ
Izabella;Bohulewicz
Talita;Niedeñska
Longina;Miesza³owski
Atanazja;Falgowski
Cecylia;Latour
Sara;Dziadu³o
Julita;Cyffer
Imis³awa;Kortoniuk vel Siliwoniuk
Wojs³awa;Heliasz
Isaura;Narkielun
Benedykta;Przybycin
Pryscylla;Pêtela
Gilda;Blechañ
Dalia;Roy
Glikeria;Szynkar
Jowita;Gla¿a
Jaros³awa;Juszczynka
Zbys³awa;H¹bla
Antonina;Szelegieniec
Berenike;Traczk
Dziers³awa;Bêczyñski
Eudoksja;Œpi¹czka
Fabia;Bujak vel Bujakowski
Mirella;Ko³odzin
Lora;Meyziñski
Ma³gorzata;Guzejko
Berenika;Morkel
Apolonia;Skrabaka
Adria;Mi³ejszo
Dobroniega;Bartlic
Urszula;Nieuwa¿ny
Rados³awa;Walosczyk
Gerarda;Czirski
Daria;Czwenczyñska
Strze¿ys³awa;Drenski
Sieros³awa;Czerbniak
Izyda;Umanowska
Alicja;Chromicki
Raissa;Pyrzka
Magdalena;Sieniada
Wera;Budau
Laurentyna;Timew
Anita;Gubernowicz
Jagoda;Untersteiner
Sybilla;Rzeskiewicz
Adolfa;Aschendorf
Bernardeta;Swie¿ewicz
Apolonia;Harabowska
Józefina;Nieszczerotow
Marietta;B¿del
Toma;Swesta
Augustyna;Stromkowski
Pryska;Cz³ap
Tworzys³awa;Kierzycki
Bolis³awa;Che³mieniecki
Wera;G¹sia
Fausta;Szadowa
Strze¿ys³awa;Cieschyna
Nadzieja;Araniñ
Diomeda;M¹czarczyk
Zefiryna;Madzicki
Adela;Plenkiewicz
Pola;Ma³anczyn
Antonina;£achwierowicz
Dobis³awa;Najburgier
Modesta;Kielewicz
Iwa;Pendzio³a
Sieros³awa;Ho³dysz
Cyriaka;Stadtmüller
Lidia;Zboracki
Liliana;Tschirch
Ksymena;Stawoszewska
Budzis³awa;Dite
Odilla;Be³chatowski
Katarzyna;Palch
Rena;Mechulska
Natasza;Kraczka
Dobrochna;Schippka
Ada;Pszennakowska
Adelina;Miechniewicz
Izabela;Londzion
Paula;Chrucki
Erwina;Löwy
Jadwiga;Oleszycki
Jewdocha;Lutowicz
Apolonia;Haisig
Lubosza;KsieŸniakiewicz
Adamina;Szwiercz
Heloiza;Bata³a
Aurela;Kilin
Urszula;Jazdzejewski
Eliga;Damy³ków
Sebastiana;G¹sienica-Staszeczek
Paloma;Pod³oga
Angelina;Gieralek
Teodozja;Lesoch
Rufina;Gizelback
Eleonora;Kopieñka
Lubomira;Kocm
Jurata;Poschwald
Innocenta;Felzner
Arleta;Galisiewicz
Toma;Borszcz
Lucyna;Planner
Maja;Drajkowski
Wrócis³awa;Wacek
Amanda;Rasik
Marcjanna;Bekris
Georgia;Holmqvist
Œcibora;Wirbel
Judyta;Redmañ
Liliana;Brabczyk
Adrianna;Kujbid
Beda;Kügler
Karina;Schwestka
Debora;Iwanecki
Delfina;Szumowiec
Karena;Chomiakow
Hortensja;Strun¿a
Paloma;£odyñski
Œwiêtos³awa;Sieczak
Irena;Zagreba
Heloiza;Szweik
Ingrida;Powi³añski
Goœcis³awa;Frau
Œcibora;Gapiejewska
Romualda;Lindaur
Manfreda;Kob³osz
Lucyna;Lorem
Wenesa;Bauze
Augustyna;Mendeluk
Debora;Irgusz
Alberta;Kozarz
Augustyna;Bajurka
Manuela;Sztab
Lubomira;Schleinsinger
Celina;Babañczuk
Flora;Chomiarczuk
Dobrocha;Chwieñko
Bohdana;Prenglewska
Afrodyta;Irzak
Amalia;Strychaszewska
Zbys³awa;Norlund
Kalina;Gawelek
Diana;Pêzio³
Magda;Oktarzewski
Georgina;Pedgórski
Odilla;Kirasznik
Miros³awa;Linarz
Kinga;Zeruch
Lechos³awa;Guzala
Taida;Kryda
Pamela;Dobryk
Norberta;Reschel
Justyna;Czmelnik
Miros³awa;Botagowska
Waleriana;Cingler
Petronia;B¹gard
Rafaela;Donawer
Dianna;Halajda
Trzebis³awa;Drygu³a
Fryda;Kiryk
Lubomira;Giurko
Leonarda;Symkiewicz
Beatrycze;Bajgotek
Aurora;Tettmer
Gracjana;Subkowski
Glikeria;Janatka
Fabiola;Kroszula
Lubomi³a;Renkal
Luiza;Szczuniewski
Gracja;Brenko
Dagna;Ciszak
Mironiega;Drza¿drzyñska
Boñcza;Kuchtin
Henryka;Kobilnyk
Rados³awa;Guzanda
Jowita;Tanaszewicz
Ma³gorzata;Wolczarek
Bogna;Schlensok
Lora;Pomazan
Mirabella;Aplas
Laura;Stryka³a
Klarysa;Wyparto
Przybys³awa;Sonnevend
Sawa;Janusz
Laurentyna;Hulsz
Pulcheria;Cyka³o
Izolda;¯debik
Bartolomea;Grunkowicz
Abigail;Czerzawska
Justyna;Pentelik
Salomea;Braunka
Mirabella;Szranc
Roksana;Dudziewicz
Zenobia;S³otka
Talita;Malazdra
Kaja;Ok³ót
Kallina;Strzech
Gaudencja;Tyburcz
Neomi³a;Dybul
Koleta;Surmanowicz
Edmunda;Niebelski
Julia;Pasz
Halka;Dzudziec
Abigail;Fuczy³a
Stella;Budzyñ
Ida;Szarolkiewicz
Symforiana;Stachoñ-Ga³
Kazimiera;£apczyñski Jelita
Alma;Kydrymska
Gracjana;Ka³yniuk
Marzanna;Troliñski
Rachela;Szyport
Dyzma;Krawczycki
Gabriela;Iwanak
Faustyna;Wamka
Eufrozyna;Do³uszko
Laura;Altrech
Ludwina;Tybuœ
Demetria;Barnasiuk
Neomi³a;Michelson
Gra¿yna;WróŸ
Flora;Bla¿
Erazma;Pamparska
Oriana;Cilwa
Adrianna;Roz³aczyñska
Ciechos³awa;Laszenik
Fabia;Rajczan
¯aneta;Tyborra
Gloria;Felhendler
D¹brówka;Meyerhold
Olimpia;Towdera
Ciechos³awa;Czebienicka
Mironiega;Pradela
Scholastyka;Czosmak
Ita;Bather
Dobromi³a;Kukowka
Celestyna;Matyjanowski
Tacjanna;Margiewska
Dina;Moody
¯egota;G³adun
Loda;Dzienicki
Leokadia;Senicz
Malwina;Gubbels
S³awomira;Bo³¹cha³a
Kasjana;Strzesak
Eleonora;Stalega
Cezaryna;Zemper
Goœcis³awa;Hica
Lea;Wioch
Jewdocha;Papiurska
Tomira;Mierak
Oktawia;Mêcka
Ludmi³a;Stipa
Alma;Hetmanczuk
Ciechos³awa;Pr¹cikowska
Ozanna;Pieniaszek
Warwara;Curado
Seweryna;Rud³owski
Serafina;Bendór
Konrada;Tychoniak
Wilhelmina;Bourdon
Ingrid;Wasilenia
Dobromira;Zajferd
Emilia;Pomagier
Edwarda;Citkiewicz
Bo¿eciecha;Filipcewicz
Flora;Jemkie
Hermenegilda;Siwochowicz
Kazimiera;Sielewoniuk
Leonia;Witer
Maria Magdalena;Ostójski
Jagoda;Gdonik
Bo¿ena;Studniczek
Domicela;Czypior
Zefiryna;Kêdziorz
Blandyna;Dubielcig
Wis³awa;Onufry
Tamara;Jeziewicz
Czcibora;Basandowski
Gerarda;Kuchliñski
Gustawa;Potworowski
Strze¿ys³awa;Peczyk
Bogus³awa;Kierowski
Dorota;£aceniak
Józefina;Burmy³o
Augustyna;Kettlitz
Alicja;Wap
Stella;Gagaluszko
Alma;Maruszyk
W³adys³awa;Matwiejczyn
Miros³awa;Harbunowicz
Pudecjanna;Uljaszów
Kasjana;Bornoko
Wilma;Dobrynt
Salome;Killar
Dalida;Mateni
Pryscylla;Klorek
Dajana;Maziejuk
Bêdzis³awa;Kutryczyk
Longina;Strachulski
Dajana;Baraziñska
Fabiola;Tona³a
Dobros³awa;Chorzepa
