Irydion;Chromnik
Pêkos³aw;Kaœtura
Lech;Szmelterowski
W³adymir;Bers
Sêdzis³aw;Mirny
Rafa³;Do³kin
Karolin;Bujolska
Addar;Pa¿yñski
Hermenegild;Dolniek
Budzimir;Erck
Witos³aw;Towakiewicz
Mi³os³aw;Wiktaryjczak
Domicjan;PuŸmierowski
Mi³orad;Przetko
Szczepan;Alochnik
S³awoj;Uleœ
Domos³aw;Majtuœ
Egon;Burgs
Demetriusz;Gehr
Jan Chryzostom;Litko
Radziwoj;Ejzechart
Marcin;Jeniec
Wodzis³aw;Lubowicki
Norman;Komoœ
Biernat;Gliwny
Judasz;Nowich
Ders³aw;Stanela
Hipolit;RzeŸna
Sobies¹d;Jarmuluk
Longin;Staœków
Samson;Garztecki
Kanut;Alanowska
Wolfgang;Sterniuk
Lechos³aw;Esselinger
Anzelm;Steigwi³³o
Oskar;Gniazdarz
Kewin;Milczaunaœ
Wszeciech;Cygrynów
Gebhard;Komoziñska
Leszek;Songala
Albrecht;Wojceszuk
Sylwin;Ba³tuæ
Piotr;Idziniek
W³adys³aw;Kob³asz
Ders³aw;Ko³yty³o
Efrem;Utrysko
Teobald;Narwojszy
Herbert;Myrtowski
Jan Nepomucen;Romar
Bonifacy;Biek³a
Wilibald;Gi¿ka
Dobrociech;Menszyk
Janis³aw;Czyrniañski
Salomon;Hojda
Zdziwoj;Pilutin
Pius;Damczewski
Denis;Mowel
Rados³aw;Szrebska
Miron;Cwinkowski
S¹domir;Repsch
Bazylis;Banych
Uniemys³;Kozaczewski
Radzimir;Zielowski
S¹dos³aw;Cembalski
Terencjusz;Seniczak
August;PiŸ³o
Protazy;Ochmanowicz
Skarbimierz;Relich vel Schultz
Strze¿ymir;Spleter
Przemys³aw;Tibokiewicz
Uriasz;Priess
Diogenes;Kittay
Ulrych;Wyszogród
Noemi;Ciastow
Saturnin;Kornota
Napoleon;Œliczba
Nicefor;Pechmann
Benignus;Jukniewicz
Cieszygor;Tokieli
Ronald;Franuz
Roman;Bazarów
Bronis³aw;Zauski
Patrycjusz;Matena
Les³aw;Si³arz
Zbyszko;Walachnia
Leopold;Defrys
Œwiêtomir;¯ygota
Korneliusz;Timoszewski
Radowid;Muzyka-¯mudzka
Teobald;Bunszkowska
Karp;Kopiczeñski
Florentyn;Giedroyjæ
Hipolit;Warla
Witold;Gogota
Wiktorian;Ko³omiejec
Natanael;Finke
Alf;Subor
Benicjusz;Stedin
Euzebiusz;Skarboñ
Przybyrad;£adydo
Wszeciech;Gartz
Kacper;Kubian
Przedbor;Gramenz
Herkulan;Norbertczak
Hugon;Konicer
Gaudencjusz;Dziergwa
Jozafat;Fudolej
Kewin;Przybocki
Ryszard;W³ocko
Prot;Kotewska
Artus;Krzêpiec
Marcelin;Deseñ
Blizbor;Kolesow
Kornel;Placzkowski
Radogost;Bawtrosz
Walery;Mansour
Adaukt;Lubatyñski
Amon;£u¿ecki
Libert;Buzikowski
Rufus;Porêba
Zdziwoj;Eckelmann
Dalegor;Feszter
Dobromys³;Jaæ
Jaros³aw;Osten-Sacken
Borzywoj;Doczkalek
Prokop;Czornij
Probus;Bollmann
Martyn;Foryza
Ludos³aw;Jeruzel
W³oœcis³aw;Wo³asiñska
Wszeciech;Kantz
Flawian;Sawu³ka
Radzimir;Anwajler
Medard;Samoliuk
Kain;Lepiszko
Anzelm;Gerhards
Chwalis³aw;Œlingwan
Anicet;Szymczakowicz
Manswet;Drozdak
Epifan;Gzut
Naczes³aw;Demidowicz
Hubert;Jemilniak
Irydion;Iczek
Wirgiliusz;Gordyjas
Ciechomir;Artimienko
Pompejusz;Walkowicz
Hermenegild;Gofron
Dobromi³;Grodzewicz
Teodor;Pajfur
Warcis³aw;Roelle
Otomar;BrzeŸnik
Epifan;Grabiniec
Adam;Stompokiewicz
Jerzy;Ba³ek
Kain;Plewniak
Korneliusz;Schmatolla
Gawe³;Kie¿elis
Budzisz;Trleciak
Fabian;Farymska
Wiêces³aw;Dadasz
Klet;Honz³a
Beatryks;Grabisch
Rufin;Mogielnicki
Goœcimir;Czomer
Leodegar;Trafa
Malkolm;Trentler
Wilhelm;Krowcewicz
Sylwan;Langheing
Bazyliusz;Nigro
Radzimir;Silkinis
Cyprian;Kamyszew
Ewaryst;Szóstak
Siestrzemi³;Predehl
Dziers³aw;Berger
Dobrowój;Ka³ahurski
Angelus;S³uszyczek
Tyberiusz;Rószczka
Twardos³aw;Praczko
Wenancjusz;Dyszy
Wrócis³aw;Koyrd
Siemirad;Chor¹¿eczewski
Prochor;Samoszyn
Atanazy;Czerko
Probus;Pó³torczak
Miron;Osnek
Dobronieg;Mrówca
Antoni;Krajeñski
Marceli;Œwiêtniak
Nehemiasz;Sprync
Cieszys³aw;Komkowski
Floryn;Strapczuk
Dobromierz;Walniewska
Epifani;Signus
Addar;Koc³un
Nikifor;Bzibziak
Uriasz;Siarkowski
Amadeusz;Czes³ak
Maurycy;Zegzda
Dobiemir;Jasiocha
Lech;Ledwoñ
Mirogniew;Okroja
Eligiusz;Boumant
Kiry³;Tomaszuk vel Spiridowicz
Reinhold;Glaznap
Ignacy;Bukowicki
Oktawian;Kuczmaszewski
Ireneusz;Smolanów
Artemon;Kadduri
Zbroimir;Mikosa
Asteriusz;Lechnata
Matron;Rodenko
Wit;Lutomierski
Bohusz;Loncar
Kondrad;Tucheñ
Korneli;Herezak
Zenobiusz;Brzozak
Hugon;Dzierlatko
Ildefons;Ochrytnik
Siemomys³;Ró¿wicka
Nemezjusz;Schreiner
Czêstobor;Zoremba
Cezary;Elschläger
Uniegost;Schulcker
Kasjan;Bantoszewicz
S¹dzimir;Bierwagen
Zdzis³aw;Otwik
Radociech;Nowicki
Gajusz;Kobylewski
Tyburcjusz;Hormatiuk
Otton;Popalski
Dzier¿ys³aw;Folmicka
Bolemir;Binczak
Szczepan;Krzywon
Wasyl;Hujczyk
Batszeba;Bojdyla
Nosis³aw;Kolino
Kasjan;Abramowicz
Noemi;Stacyno
Gerhard;Powojewski
Ruprecht;Ladaczek
Benedykt;Falejczyk
Krzesis³aw;Perehlicka
Ireneusz;Krehl
Agatonik;Moty³
Niedamir;Wirnik
Lubor;Napada
Elizeusz;Nagrabow
Dan;Heigert
Jan Chryzostom;Mongólski
Libert;Skorwidek
Marceli;Ha³adziñski
Waleriusz;Widgarden
Wodzis³aw;Magnewski
Serafin;Kozbowska
Walenty;Rociszewska
Odon;Strümich
Izydor;Wojenka
Honoriusz;Maschota
Ciechos³aw;Nicol
Hermenegild;Dajsendor
Teofil;Forycha
Salomon;Zybeker
Benicjusz;Gogina
Wszemi³;Haidar
Agatonik;Dziêblewski
Jozafat;Storzyk
Rudolf;Poddemski
Gotard;Wszedaka
Klaudian;Gedert
Myœlibor;Felbur
Abdiasz;Riegal
Mas³aw;Fingerchut
Ryszard;Opyrcha³
Manfred;Ciszejewska
Florenty;KuŸnieczuk
Trzebimir;Gys
Flawian;Czomko
Boguchwa³;Kumpis
Andonik;Bielanowicz
£azarz;Sniechórska
Wincenty;Szyrajew
Mirogniew;Szenderewicz
Matron;£aszczka
Stojmir;Pipiak
Jeremi;Litfik
Przybywoj;Bombik
Zygfryd;Czekurtan
Henryk;Aleksiejenko
Alpinian;Marinkowski
Oskar;Lentowicz
Dariusz;Burnicki
Wyszomir;Som
Lubor;Zowislok
Manswet;Rosso³ek
Fryderyk;Nejmokel
Herakles;Figurka
£adys³aw;Koliszar
Longin;Getzen
Trofim;Baukrowicz
Auksencjusz;Czarnow¹s
Prokop;Gliwko
Dobies³aw;Pestko
Bronisz;Hormik
Mi³os³aw;Guza³
Demokryt;Duras
Wiêczys³aw;D¹browna
Lubogost;Rozwalek
Zorian;Styszak
Otomar;Ciukszo
Emanuel;Koboza
Walenty;Makrowska
Izydor;Wer³ata
Budzisz;Kobysz
Goar;Felemczyk
Florian;Snukiewicz
Horacjusz;Stêpasz
Iwo;Petrasek
Sylwin;Hilak
Nepomucen;Turczanowska
Ulrych;Sitników
Bartosz;Bujko
Batszeba;Witaczek
Absalon;Kawa³ek
Oktawian;Sycharska
Trzebimir;Wizeñ
Bertrand;Cyrelak
Nawoj;Korkowicz
Aureliusz;Lorkowski
Sobies³aw;Dyczyñski
Domawit;Sczepaniak
Protazy;Lawandowski
Brodzis³aw;Gumieniuk
Gniewosz;Najbrodzka
Sylwiusz;Cukierski
Reinhold;Siborny
Angel;Skindler
Marcel;Hercman
S³awomir;Kulota
Suliwoj;Op³otnia
Wiktoryn;G¹bik
Lutogniew;Cieñszczyk
Mi³ogost;Sypor
¯ytomir;Gieruszka
Denis;Ha³awin
W³odzimierz;Wynarski
Bo¿ymierz;Buruk
Klaudian;Pucilauskas
RenÃƒÂ©;Sêdziak
Przemys³aw;Palesa
Borzys³aw;Hem
Iwan;Bretszmajder
Ezdrasz;Pods¹dek
Lubomierz;Gr¹dalski
Roland;Czuzwara
Dobronieg;K¹dziera
Tworzymir;Dormont
Zdobys³aw;Mizierko
Mêcimir;Kopysiñska
Mêcimir;B³aszke
Mœcigniew;Palen
Spycimir;Farysch
Wrócis³aw;Skierosz
Bronimir;Markiewicz-K³ak
Sieciech;Strzewin
Maksym;Sledek
Metody;Wolmik
Polikarp;Kartyniak
Sylwan;Korpatwiñska
Kandyd;Duchcik
Konradyn;We³kow
Spycimir;Gebczyk
Rudolf;Waliwender
Bratumi³;Traszek
Batszeba;Korszorsz
Uniewit;H³uszyczko
Honorat;Myczlewicz
Sulibor;Brynowski
Efrem;Murgas
Rut;Iwaszów
Achacy;Œwiergolski
Jeremi;Marguñski
Prosimir;K³uch
Mi³owan;Kosentko
Frydolin;Przystak
Enoch;Oœcikowska
Achilles;Feluœ
S¹dos³aw;Chuñska
Bertrand;Grabosch
Józefat;Mêcbergier
Wirgiliusz;Reschel
Reinhold;Wielgodziñski
Soter;Wielgomas
Filemon;Kauppinen
Sulibor;Azulak
Noe;Jamn
Ksenofont;Pazorek
Baltazar;Markoszewski
Pankracy;Tuadzicki
Dobiegniew;£abaczyk
Abdiasz;Szulich
Zbis³aw;P³omieñ
Arseniusz;Zbroiñski
Bogudar;Czucze³o
Naum;Kuczowski
Kacper;Goldgart
Ali;Chamont
Zbroimir;Bacy
Nehemiasz;Ranachowski
Mi³owan;Romachowicz
Achacy;Sy³kowski
Mirogniew;Okomoniewski
Bonifacy;Terpicz
Radomir;Komionka
Jaczewoj;Becyn
Ozeasz;Helpolski
Myœlibor;Hanaszewski
Hieronim;Wodowicz
Sylweriusz;Krysiek
Maciej;Sza³achowicz
Chwalis³aw;Sejwa
Epifan;Nytschke
Lew;Mrygañ
Gustaw;Moroski
Erazm;Ludochowska
D³ugosz;Ko³u¿ny
Natan;Koppas
Symeon;Dobro³êcki
Roderyk;Derbinowska
Dariusz;Karmazyñska
Emiliusz;Basz
Pafnucy;Trygubowicz
Telesfor;Radroga
Uniedrog;Massouh
Ciechos³aw;Taroszyñska
Wawrzyn;Œwiegut
Eliasz;Tut
Epifaniusz;Rzelski
Lubomys³;Tomyc
Skarbimierz;Siemiona
Mœciwój;Dzi¹g vel Dzionig
Mokij;Ziombkowski
Parys;Stolicki
Przybyrad;Skrzypkiewicz
Blizbor;Donajczyk
Mi³os³aw;Kowzan
Pakosz;Myszek
Albrecht;Zabañski
Erwin;Symó³ka
Barabasz;Berezin
Edgar;Mydlach
Mauryn;Sajtkowska
Donald;Litowski
Galezy;Jaz³o
Izydor;Bo³kiewicz
Micha³;Mago³on
Frydolin;Ledwañski
Arseniusz;¯ernik
Godfryd;Nawdociñska
Gorzys³aw;Przymanowski
Serafin;Pastelenc
Eulogiusz;Gregorowski
Blandyn;Gomolla
Ulrych;Lemajre
Godfryd;Pril
Emiliusz;Igmas
Eugeniusz;Skottak
Wiaczes³aw;Siewiaszczyk
Damaris;B¹³dyga
Kryspin;Inc
Jozue;Worok
Stojmir;Migdan
Mamert;Banaszewicz
Roderyk;Sosnowiecki
Lech;Aru³kiewicz
Soter;Gnaty
Fryderyk;Dworazik
Pudens;Skorecki
Augustyn;Fetler
Racis³aw;Klossek
Szymon;Sieto
Przes³aw;Gierzyska
Cecyl;Parchlinek
Andonik;Anyszek
Goœcimir;Karzewnik
Celestyn;Gugolka
Dobromierz;Mieszalski
Doris;Leys
Gall;Dzuban
Chryzostom;Wielikosielec
Cyriak;Dobbelstein
Chryzant;Warabida
Goœcirad;Haduñ
Izajasz;Berwaldt
Stanis³aw;Bia³ogórzec
Honorat;Kuszuba
Dalegor;Hyrzyk
B³a¿ej;Piotryk
Klaudian;Seleniec
Wrzes³aw;Chotek
Trzebimir;Dobranocka
Krystian;Szynkowski
Wilhelm;Bazimirowski
Dobromir;£êpkowski
Sergiusz;Weibel
Brodzis³aw;Zó³tañski
Borzywoj;Kapelewicz
Przes³aw;Kasztelaniec
Adrian;Inbigier
Eudoksjusz;Bychacz
Alf;Sabunas
Igor;Pyrtak
Herkulan;Litge
Sulirad;Lehrmann
Bogusz;Przeworski
Herakles;Wujasz
Zbroimir;Kuœnieryk
Leopard;Mieœnikiewicz
Boles³aw;£ukaszonek
Klaudiusz;Bodanka
Benicjusz;£¹dziñski
Ksawery;Malaszek
Mi³orad;Hleb
¯ywis³aw;Ringlewska
£êkomir;Chuchocz
Czêstobor;Gerndt
Feliks;Cz³opiñski
Eryk;Muela
Zorian;Ciriæ
Skarbimir;Wodowicz
Gajusz;Wikiel
Wespazjan;Wawroñski
Jeron;Œniczyñska
Otniel;Czelaga
Noemi;Wojtynow
Wawrzyniec;Binikowski
Marceli;Cho³odzienko
Zenobiusz;Markwent
Klementyn;Praziuch
Wojmir;Koleneczko
Euzebiusz;Schingera
¯yros³aw;Swierzawski
Wiêcemi³;Kapiel
Gerwazy;Oksiêcki
¯elis³aw;K³ywczuk
Mieszko;Krzy¿anak
Kleofas;Chudek
Alfred;Sa³o
RenÃƒÂ©;Zamoyski
Franciszek;Rêbalski
Fabrycy;Szejgierowicz
Amedeusz;Dazkiewicz
Nikanor;Jaromon
Toligniew;Kurañda
Erazm;Pêszor
Beatryks;Gut
Sulibor;Studentowska
Wszeciech;Ponêta
Konstancjusz;Sudelik
Jan Kanty;Wegemund
Mansfet;T³ukiewicz
Konradyn;Purto
Arseniusz;£yskawy
Andrzej;Undzi³³o
Atanazy;Szêk
Cecyliusz;Regancerowski
Herbert;Gadewski
Bo¿ys³aw;Sergieñko
Jozafat;B³aje³
B³a¿ej;Krawczycki
Cyryl;¯ytar
Wróciwoj;Szlosmann
Dobromys³;Sztankieler
Tacjusz;¯olichowska
Zygfryd;Matroœ
Wolfgang;Pluszczewicz
Dobiemir;Kierdylewicz
Dytrych;Wlachojorgos
Cyriak;Czerzniachowska
Lucjan;Chêdlarska
Burchard;Czubañ
Matron;Biernacik
Mamert;Wêdo³ek
Zbis³aw;Manicki
Rupert;Reszot
Sieciech;Paszczakowski
Maksym;Czonkow
Arkady;Fasciszewski
Boleczest;Opryszak
Symplicjusz;Nu¿ka
Dobrociech;Rozlak
Cierpis³aw;Przysie¿niuk
Krzesimir;Parchocka
Gorzys³aw;Sadomlak
Uniedrog;£achniecki
Florian;Mentkowski
Wolmar;Makszejew
Roœcimir;Zwan
Anicet;Cierent
Sylwery;Hy¿o
Onufry;Korboczyc
Alfred;Wo³szko
Zachariasz;Duczkowski
Klet;Homadiuk
S³awosz;Czwienkalik
Kalasanty;Ba³azik
Skarbimierz;Skraja
Karolin;£êtka
Sulis³aw;Szalona
Soter;Mytliñski
Gabor;Wolniarzek
Barabasz;Sobieryñ
Trofim;Lumberda
Budzigniew;Jewsiejew
Micheasz;Dudziok
Euzebiusz;Nade³a
Niegomir;Konsorski
Cezary;Graczenik
Helmut;¯ardziñski
Metody;Wierejko
Egbert;Erkenberg
Beatryks;Swi¹tko
S³awoj;Drzê¿ek
Tacjusz;Sewulok
Aurelian;Klempel
Mas³aw;Dzwiga³
Adolf;Cupia³
Tymon;Chanek
Tymoteusz;Chichtowska
Mateusz;Beyger
Erwin;Gibaj
Libert;Rodziejewicz
Radziwoj;Lewków
Czes³aw;Riebe
Napoleon;Chajc
Siecies³aw;Smolana
Alan;Margosiñska
Nawoj;Siawrys
Boromeusz;Gsik
Eliasz;Wilichniewicz
Tadeusz;Jaroz
Drogomys³;Kosych
Gabriel;Brodecki
Wojbor;Neselji
Rufus;Dorfmeister
Faust;Wawrzyñski
Kacper;Klimmer
Sykstus;Dotkun
Hiacynt;£apaæ
Tomasz;Dziarmowski
Gaudencjusz;Sorbieñ
Lambert;Dysterheft
Borzymir;Kleszczelska
Strze¿ys³aw;Rabke
Grzymis³aw;Andrukiewicz
Wadim;Kwiatorz
Dobromierz;Podobna
Barnabasz;Doubek
Benon;Gron¿ka
Faust;Kensiak
Trofim;Markienowicz
Borzywoj;Ciatarska
Godzimir;Issek
Ludwik;Stemal
Bo¿ywoj;Organiœciok
Jeremi;Mosga³a
Eutropiusz;Modliñski
Mieszko;Bocheñski
Zdziwoj;Karemañski
Czêstowoj;Kierkuñ
Konstancjusz;Zasadziak
Bertrand;Musikowski
Bogudar;Kwiczór
Parys;Poeplau
Adaukt;Josepczuk
Hubert;Mar³atek
Czêstobor;Ko³pajew
Klaudiusz;Jacz
Borys³aw;Kotela
Têgomir;Raynaud
Kandyd;Szyryszyn
Przybyrad;Skomrowska
Domos³aw;Poral
Roger;Lekki
Germanik;Chmiot
Sobies³aw;Sychala
Bertold;Zigoura
Mœcis³aw;Buncel
Szczêsny;Rothbauer
Leodegar;¯e¿ula
Andron;Szlichtenberg
Przybys³aw;Szpejar
Leon;Piecocha
Achilles;Limonius
Epifaniusz;Zywio³
Kurt;Galinajtys
Taras;Kulas
Unis³aw;Rongiers
Sulis³aw;Genakowska
Amedeusz;Rytowski
Czesemir;Lemeñska
Walter;Radowiecki
Henryk;Krzimiñski
Goliat;W¹tróbka
Oliwier;Domanasewicz
Enoch;Augustenowicz
Wszemir;Wojtska
Onufry;Gradulewski
Œwiatozar;Majnikowski
Justynian;Krayda
Malkolm;Nechajewicz
Karp;Œciœler
Domarat;Szklinik
Wojmir;Smogerzewski
W³odzis³aw;Stuhr
Bolemir;Dynysiak
Kleofas;Giebotowicz
Roland;Waldow
Budziwoj;Kunszczyñska
Cieszymir;Mysyk
Bolemys³;Wolboœ
Œwiêcimir;B³awuk
Konrad;Badarenko
Sylwiusz;Dzieszawska
Libert;Garowicz
Rodryg;Cia³us
Jeron;Demontowicz
Klement;Siebieszuk
Broniwoj;Drygalewicz
Teobald;Piliutik
Florentyn;Jóchnowicz
Sergiusz;Skrêta
Chociebor;Schurig
Suliwoj;Ciomborska
Jozue;Widór
Antoni;Dzi¹ber
Czech;Kop
Alpinian;Tr¹backi
Grodzis³aw;Jasieka
Olgierd;Bociag
Radogost;Jad¿yñ
Brunon;Ladzieñska
Lutomys³;Andelt
Abercjusz;Grymasiuk
Wac³aw;Baltruweit
Mi³owit;Fiergielewski
Dawid;Barczek
Bronimir;£ojkuæ
Bjorn;Stukalski
Gabin;Marschk
Bazyliusz;Kajlewicz
Cecyliusz;Ba³aba
Iwon;Dziêg
Absalon;Pines
Leonard;Cholemiñska
Siemirad;Rozumny
August;Olgowicz
Martynian;Bia³owiezec
Sylwin;Spozowski
Jonatan;Rucaj
Bogus¹d;Giêbicki
Burchard;Se¿eñ
Goœcis³aw;Bielski
Otton;Skrabacz
Chryzant;Harkabudzik
Joel;Durfat
Axel;Szuder
Florencjusz;Dalberg
Sebald;Koczerzuk
Czechasz;Niekrysz
Leander;Frañkowski
Ulrych;Sniecichowska
Walery;Kanaszuk
Magnus;Cwisz
Horacy;Wierchow
Konradyn;Chad¿i
Job;Do³ata
S³awobor;Gilgacz
Jaromir;Lucks
Dobrowit;Sapoliñski
Emeryk;Potrenc
Magnus;Wyrostkiewicz
Dymitr;Percha³
Karol Boromeusz;¯eworenek
Oktawiusz;Dobrostañski
Urban;Kroehnke
Asenat;Andurkiewicz
W³odzimierz;Fechtmeyer
Nepomucen;Skowierska
Erhard;Adamala
Gaudenty;Kluss
Kalikst;Cha³uziñski
Teodor;Tel¹ka
Kalasanty;Wrza³
Kazimierz;Kury³ko
Karin;Adamojæ
Winicjusz;Uzie³³o
Kajus;Dauerman
Œwiêcimir;Bogdanienko
Atanazy;Zubielewicz
Florenty;Mordasiewicz
Czcis³aw;£obuczak
Urban;Aftodijew
Celestyn;Bazantowicz
Laurencjusz;Nygara
Leander;Bobanz
Burchard;Rychec
Przybys³aw;Warosz
Leoncjusz;Szaka³a
Demokryt;Baciok
Gabin;Kizin
Klaus;¯aroffe
Uniedrog;Hrehorek
Cieszymir;Wis
Maciej;Urysek
Julian;Miot³a
Kasjan;Refel
Cecyliusz;Kujacz
Epifan;Hojzler
Artemon;Weychta
Albert;Wacisz
Pelagiusz;Gagaluszko
Martynian;Andryjarczyk
Cieszys³aw;Nyckiewicz
Noe;Cypulska
Tyburcjusz;Jaœciak
Odon;Piskorzyñski
Barabasz;Orkaszewski
S³awobor;Monart
Karolin;Gawroszczak
Przybyrad;¯ablicki
S³awomir;Mohoñ
Apoloniusz;Nachajczuk
Aleksy;Gi³yk
Wrzes³aw;Powojowski
Rafa³;Sobiran
Bertram;Wiœniowa
Albaniusz;Franczewski
Hilary;Dergusiak
Nosis³aw;Kozkiewicz
Drogomir;Kuœmierow
Karp;Chadrzewska
Innocenty;Podomarof
Herkulan;Geuba
Bolemys³;Kozturkiewicz
Lubomys³;Opasowski
Justyn;Klempous
Spirydion;Prandos
Kondrat;Po³aczewski
Hortensjusz;Jonkowski
Kalikst;Loo¿e
Eudoksjusz;Walarz
Ubys³aw;Detner
Gos³aw;£asinowicz
Rygobert;Wystub
Dezyderiusz;Pinkasewicz
Naum;Bonalski
Reinhold;Cioñæko
Nahum;Hruszczowiec
Arkady;Kostrzyjewska
Leonidas;Czaczyñski
Unis³aw;Taraciñski
Zdobys³aw;Nardstrand
Amin;Dachton
Dionizy;¯elk
Ananiasz;Soczwa
Piotr;Ba³czak
Axel;Spejczys
Leander;Lejdy
Konradyn;Jendrzejczak-Jendrzejewski
Wiktoryn;Wystyg³o
Amon;Radzkiewicz
Achacjusz;Silcer
Bogurad;Grz¹bkowiak
Emilian;Pachlik
Artur;Pietkin
Jan;Pyzanowicz
Teodor;Chierka
Gebhard;Doraczyñski
Jaros³aw;Dzedzej
Wawrzyn;Miedrzejewski
Bonifacy;Czuprykowski
Laurentyn;Bresztein
£adys³aw;Siodmok
Nehemiasz;Gita
Krzywos¹d;Kusak
Sulimir;Iwu³a
Zdzimir;Tymañski
Soter;¯dep
Symplicjusz;Charasymczuk
Aron;Miesiejuk
Prosper;£amiec
Czesemir;Wiltosch
Olaf;Siterak
Fortunat;Stawacki
Boromeusz;Bujryn
Soter;Niethen
Odyseusz;Jasialek
Hiacynt;Necio
Chocies³aw;Kiernicki
Œwiêtomir;Drynkorn
Ludwik;Helwiak
Napoleon;Plischak
Klemens;Scheliga
Cyriak;Mokiejewski
Kwiryn;Fr¹bczyñski
Ireneusz;Wajdyk
Mironieg;Langenmayer
Nawoj;Ka³af
Radogost;Obstarczyk
Tycjan;Œpiaczka
Jonasz;Barduk
Doris;Drajkoper
Gerard;Czarnos
Kewin;Kozko
Martynian;Kinzhuber
Czêstobor;Tabat
Tyberiusz;Samotik
Krzesis³aw;Rzeszkowski
Tycjan;Kotke
Makary;Rejzner
Demokryt;Breidel
Lutomir;¯arbecki
Kalasanty;Zawiercan
Wyszemir;Zakakaszewska
Gawe³;U³ynowicz
Kalistrat;Kwiman
Wiktoriusz;Zawierucho
Kordian;Rusnikiewicz
Bronimir;Petek
Spycimir;Simaszko
Dziers³aw;Wickary
Festus;Dolibag
Zenobiusz;Gerba
Prokop;Dêbowa
Bogus³aw;Slubelska
Zorian;Zeiler
Sebald;Zurkowski
Dagobert;Sz³opa
Dezyderiusz;Sobocz
W³odzis³aw;Czeremuszka
Klement;Kabaja
Arystarch;Brejse
Stos³aw;Bucek
Angelus;Skupien
Kanty;Zygmarska
Euchariusz;Œwiczerewski
Czêstobor;Tanasieñko
Stanimir;Dziewiesiñski
Ernest;Wêdzicki
Herbert;Ceppok
Marcin;Stelmah
Franciszek Salezy;Dzierbuk
Stojs³aw;Somulak
Romuald;Waku³owicz
Cyrus;Weissig
Bronis³aw;Kowzan
Edwin;Sobianek
Boles³aw;Kudernak
Horacjusz;Skwarcewicz
Juliusz;Kario
Chwalibóg;Gryngorn
Orfeusz;Raimer
Karolin;Karlisz
Leon;Naparzewski
Dalemir;Ziorniewicz
Unis³aw;Moskowczuk
Goœcimi³;Warzajtis
Tolimir;£ychowid
Wodzis³aw;Schyck
Stojgniew;Nieolowius
Honorat;Cybulkin
Martynian;Fr¹ka³a
Salwator;Dzie¿bicki
Petroniusz;Stepaczenko
Iwo;Breitenwald
Fortunat;Krasnoszczak
Ruprecht;Stof
Gilbert;Preca
Euchariusz;Chalinowski
Kornel;Weryñski
Lubos³aw;Siurdygan
Domas³aw;Kalyciak
Parys;Oktawiec
Trofim;Rz¹dzik
Auksencjusz;Nozel
Teobald;Rahmel
Galezy;Szumar
Sykstus;Sierankiewicz
Karol;Filuda
Pudens;Siejowicz
Modest;Pytczak
Taras;Ko³¹tkiewicz
Bronis³aw;Kisielecka
Kilian;Konitzer
Mi³os³aw;Liera
Ozeasz;Morawietz
£ucjan;Maletka
Bronimir;Brodkorb
Pafnucy;Szczapanik
Dolores;Krawczycki
Rygobert;Karzybska
Franciszek;Wo³ow
Eryk;Wess
Godzis³aw;Tornal
W³oœcis³aw;Proto³owicz
Gajusz;Ku¿awczyk
Gerard;Slivar
Wawrzyniec;Czuchañ
Jan Nepomucen;Go³embnik
Gedeon;Malejska
Amadeusz;Szachog³uchowicz
Radowit;Dosyñ
Walerian;Baukus
Robert;Feciuta
Ali;Lejtgeber
Wac³aw;Kleniñska
Leonidas;Andrys
Balbin;Minz
Kastor;GwoŸdziañski
Metody;Lauder
Domos³aw;Krzelczyk
Adolf;Truszkolas
Cezary;Zauss
Noemi;Turajczyk
Hadrian;£apiesz
Eugeniusz;Komornicki vel Uptas
Cieszys³aw;Sur³o
Zbygniew;Micberger
Pompejusz;Wodzianowska
Marcjal;Wenarski
Roland;Porzucak
W³odziwoj;Bekar
Samuel;Wawrzoœ
Urban;Tatarow
Roman;W³adys³awa
Siemirad;Ziorbo
Pakos³aw;Ch³odziñski
Kondrad;Piku³owicz
Lenart;Iwati
Dezydery;Chróscik
Bêdzis³aw;Zo³ot
Wszemir;Zapotoczny
Klaudiusz;Poliksza
Rygobert;Kiêdziorska
Bogusz;Fitzgerald
Albin;Misiek
Niecis³aw;Dobrecki
Œwiêtomir;¯ahraj
Dymitr;Brettner
Toligniew;Urzejowski
Kalikst;Oglêdzki
Wirgiliusz;Subellok
Czêstobor;Mocza³a
Dobromi³;Garyantysiewicz
Zefir;Osieca
Racis³aw;Duszan
Drogomir;Siemion
Lucjol;Basiszyn
Dzier¿ymir;Kryszelska
Bernardyn;Czuja
Hygin;Bryjan
Kajetan;Uœci³owski
Dobrowit;Spierzak
Wszeb¹d;Lebwa
Arnold;Turmantniewicz
Erwin;Mikecka
Mateusz;Cejnak
Konradyn;Pyjor
Chwalibóg;Usik
Uniedrog;Sochecki
Ruben;Stacewicz
Wszemi³;Dyzba
Strze¿ywoj;Stoszko
Leonidas;Ketelman
Ernest;Kuprianik
Adaukt;¯y³ajtis
Teodozjusz;Patyra
Adam;Rz¹dziñski
Chryzostom;Gdul
Emilian;Nawcenia
Damazy;Zawitus
Wiktorian;Wieroñski
Reinhold;Cyszarz
Dionizy;Anczar
Harasym;Kod³uczka
Józef;Dedoñski
Herakles;K³ape³a
Apollo;Sobocki
W³odziwoj;Molarczyk
Rajnold;P³ócinik
Œwiêcimir;Bycherycz
